TP X VALUE, TP Y VALUE, FN X VALUE, FN Y VALUE
0.519493,1.69975,2.23218,3.26362
0.57514,3.29126,2.2442,3.11625
1.23638,1.93693,2.57965,2.83036
-1.28806,1.64772,3.69856,1.65238
2.23927,-0.036939,2.33223,3.18099
1.06927,0.464377,1.82997,3.2363
1.42541,1.09974,3.26021,1.87574
0.209871,-0.654564,3.79895,1.949
1.72592,0.620885,2.4406,2.71809
-0.704546,1.46895,2.15013,3.16146
0.0643526,2.07008,3.24707,2.86841
-0.345151,0.768586,3.10956,2.25172
0.418197,1.15733,3.23169,2.27473
0.581726,0.707423,1.29467,3.79723
0.0787018,-0.250018,2.14111,3.06394
0.847381,1.73888,3.42882,2.74144
0.395054,-1.45367,1.64538,3.54178
1.50811,1.44667,1.45613,4.35153
1.78779,0.612717,2.42249,3.77662
1.19088,1.0942,2.10015,3.31956
0.890642,-0.307066,4.10249,1.15984
0.475504,1.58167,1.50194,3.5863
2.01193,-0.284913,2.03052,3.29775
0.998875,0.565899,2.43088,3.29054
0.652443,-0.231414,2.99911,2.65957
1.39906,0.404802,3.09763,2.25658
0.476158,2.13847,2.27017,3.5889
-0.554083,1.43809,3.20673,2.23572
1.37142,1.83504,2.06024,3.03786
1.18576,1.16086,2.11943,3.27151
2.95023,0.443608,1.80813,3.82497
1.64655,-0.552325,4.7138,1.17616
3.50725,0.684453,3.27791,2.46433
0.782007,2.9391,2.05121,3.61888
1.08183,-0.593704,2.25091,3.27049
-0.989174,1.42974,2.26606,2.97903
0.529799,-0.024274,3.00803,2.75026
1.29294,1.16605,1.88403,3.69756
1.91236,-0.123539,3.36627,1.9088
0.875605,0.642271,3.6202,2.44596
2.0893,1.38175,1.93301,3.46183
1.35958,2.45215,3.28289,2.02538
1.37235,1.52714,3.72047,1.54758
0.924969,0.442608,3.20238,2.34117
1.38186,1.00511,2.95397,2.47425
0.871977,1.44016,2.53088,3.16792
0.011965,0.194327,2.40522,2.67572
2.16998,1.61023,3.39805,2.35503
0.546127,0.647331,2.84335,2.82881
1.27578,0.180471,2.77237,3.13414
0.833621,0.556898,2.70677,2.3507
2.0343,1.18727,3.62549,1.76647
0.582443,2.32159,2.60887,2.41071
0.237323,2.43954,2.87924,2.17139
-0.160002,2.40545,3.0654,3.29682
1.35323,1.12861,3.06334,2.28914
-1.15425,1.47688,1.50836,3.89901
1.48436,1.79548,4.02154,1.06606
0.786025,0.996254,3.28198,3.12963
-0.552756,1.78481,2.46917,2.59531
1.85971,-0.583791,3.41025,2.3797
1.42822,2.89946,2.39368,2.73864
0.473787,0.277636,2.73209,2.69547
1.5372,1.39051,2.11758,2.96113
0.175877,1.13003,3.22729,2.33655
1.9716,0.765743,2.48742,2.74316
1.50433,2.02871,2.45909,2.64353
0.588257,1.14261,2.56785,2.88109
1.44372,-0.276715,3.96911,1.29244
1.47439,2.18825,3.06744,2.42902
0.465996,1.94504,3.43155,4.01553
-0.35597,1.29011,2.43036,3.04302
-0.000223875,-0.970498,3.11961,1.9448
1.21166,1.99403,1.52614,3.4839
1.64121,1.01299,3.12258,1.94547
1.01205,0.98187,3.21627,1.88427
0.414614,0.740783,2.11466,2.92139
0.767103,0.414113,2.95546,3.48206
0.448266,1.81764,2.96788,2.70147
0.77641,0.685369,4.31068,0.973389
0.892063,1.01671,2.36645,3.06561
1.31229,0.913095,3.41132,1.85127
-0.0103706,0.280927,3.19528,1.86186
0.528949,2.45699,4.91119,2.76592
0.46598,2.6506,3.47467,1.60029
0.743307,1.15531,2.12918,3.53156
-1.20565,0.607495,3.00759,2.03805
-0.0715883,0.460559,2.69172,2.43537
0.531286,0.145711,3.35758,1.97562
0.333869,0.139784,2.58195,2.96081
0.25102,1.00329,2.46671,2.64017
-0.328167,0.925121,3.8336,1.92497
-0.0637577,0.0418522,3.40155,1.92887
1.53383,2.21257,3.03238,2.71061
2.14551,1.05558,3.24125,2.05961
1.82842,0.982797,2.8721,2.87868
-0.257759,2.55158,1.94441,3.0706
1.79375,0.83096,1.36255,4.37335
0.101878,0.826679,2.42253,2.75489
1.35783,1.37215,1.84874,3.31504
1.4754,1.03875,2.49874,3.19965
0.443272,0.455278,2.46637,3.97555
2.02975,0.113304,2.27828,3.38997
1.68277,0.522079,3.51217,1.92049
1.46646,0.87904,2.92296,2.66417
1.87367,0.729714,3.23294,1.79864
-0.740308,0.871726,2.37002,2.89594
1.78913,1.6609,2.33078,3.48526
1.45578,-0.707798,2.55189,2.57999
1.26149,1.16716,2.91405,2.60064
-0.0700974,0.349844,1.71582,3.30732
1.50318,2.3202,3.16891,1.84897
2.5208,0.612686,1.80155,3.31721
0.0393435,0.476738,2.08013,3.21407
0.176791,1.10386,1.74055,3.64895
0.823804,0.607251,2.88758,2.426
0.439682,1.72353,1.50665,3.944
0.35356,0.6316,1.51907,3.6573
-0.299378,0.0165065,2.01097,3.03019
1.03018,0.242111,2.4155,2.65348
0.036961,1.02325,2.5875,2.57747
-0.401492,-1.61683,1.67059,3.40679
0.700411,1.85472,3.96892,2.30172
1.01926,-0.0088352,0.806056,4.39872
2.22176,0.451299,2.15928,2.85835
0.44482,-1.15534,3.37203,2.5051
-0.369005,2.49439,2.66172,4.77184
1.41901,0.608836,2.36572,3.10937
2.76946,0.511885,2.96307,2.41598
1.37443,1.3218,1.75378,3.4318
1.59713,1.04882,3.34937,2.75113
1.29543,-0.11009,2.13195,3.32756
1.64829,1.23761,2.03268,3.59093
-1.52781,1.15403,3.28769,3.5869
1.68666,-0.364549,1.33226,4.07011
1.94713,0.947907,1.69904,3.46753
-0.125473,3.34838,2.21748,3.0616
0.199406,1.34794,2.86675,3.17277
1.53241,1.91713,1.48057,4.12783
2.816,0.0353819,2.80219,2.53939
2.08443,0.569082,2.16402,3.39985
1.44955,0.897596,2.22597,3.12106
0.533123,2.16247,3.24114,2.01535
0.446556,1.66767,2.79697,2.23776
1.24473,-0.259215,0.982136,4.16899
0.370677,-0.610349,3.55187,3.55187
-0.10938,0.222315,2.03014,2.98563
2.22221,2.04869,2.96167,3.67529
0.869999,1.34484,1.48849,4.21343
-0.0599798,0.586557,3.66458,1.82239
1.65747,2.34846,3.78392,1.24085
2.25878,0.0381936,2.88006,2.18668
0.348921,1.38315,2.44019,2.61418
2.03739,1.26192,2.54234,2.61851
2.93063,1.60112,2.8366,2.28536
1.96854,0.149776,2.60258,2.85155
2.04881,0.0461556,1.99951,3.12507
0.159053,0.766409,2.45333,2.73836
0.124499,1.49434,2.57234,3.37809
1.44703,1.29544,2.99533,2.66873
0.460933,0.676916,1.85248,3.50793
2.24378,1.46622,1.99676,3.05321
2.8939,2.10058,3.77598,1.57481
0.594049,1.14008,3.97624,1.7672
1.5653,-0.126547,2.1467,3.43706
1.95784,1.11606,1.32018,3.98226
1.4688,0.293815,2.28874,2.83744
-0.40776,2.69188,1.25131,3.78494
-0.573742,2.54955,2.10766,3.60239
2.48801,1.44778,4.32178,1.09784
0.27073,2.30405,3.02657,3.11003
-0.956705,-0.520633,1.41499,3.61308
0.149452,0.261864,2.93785,2.33401
2.02683,0.86269,3.02092,2.46154
0.100965,2.26687,2.31009,3.3421
1.6806,1.31505,2.15465,3.49224
1.26501,2.80375,1.99311,3.0495
1.79575,-2.03054,2.25843,3.2806
0.502396,0.707137,3.08243,2.91298
0.47814,0.868277,3.19797,3.10737
2.5703,1.99315,3.67067,2.02334
1.94726,1.183,2.22185,2.80245
-0.123791,1.43389,2.14476,2.95022
2.12357,0.838753,3.3089,1.70695
1.74024,1.57844,2.61691,2.59624
0.0666265,0.340076,3.27278,2.91588
2.06561,0.798885,3.91747,2.67083
-1.05924,1.95298,2.99691,2.75929
1.8988,1.89799,3.25567,1.90976
1.1503,1.04006,2.65566,2.99417
1.95203,2.4629,2.69516,2.78314
0.700981,0.48979,3.0777,2.15686
1.38707,1.94262,2.71316,2.69371
1.21403,1.71426,3.9028,2.50714
0.972927,2.90826,3.38191,1.80041
-1.30276,0.672524,4.09429,1.31892
1.24229,-1.03337,2.03718,3.1174
2.62535,1.43708,1.76916,3.62511
1.86938,2.34223,2.14151,2.91127
0.843517,2.76342,1.99138,3.18862
1.93641,0.134852,2.40765,3.07869
1.68381,1.54724,4.1315,1.6313
0.636715,0.796166,2.48011,2.98836
0.175201,-0.163753,3.21783,2.27001
1.79596,-0.954512,2.94965,2.55791
1.92073,1.21869,2.86163,2.34069
1.45273,1.49532,3.07019,1.98775
0.313145,1.21719,2.68387,2.36845
1.39085,-0.519876,2.97928,3.28602
0.0893993,-0.665135,2.70574,2.69514
0.214303,1.93185,4.1843,2.34263
1.6726,1.22975,2.42648,2.71808
0.00527126,0.12435,3.50799,3.23564
1.69804,0.43755,2.94966,2.95305
0.093886,1.17651,4.62322,0.818691
0.39483,1.56304,2.70468,2.41179
2.71743,1.45807,2.35493,2.73064
-0.0974504,-0.169515,1.43669,4.09641
0.156418,2.17526,1.82347,3.36485
1.57413,1.21631,2.98932,2.71018
0.590446,0.803695,3.67851,2.90006
-0.119099,1.04786,2.39796,2.68299
-1.35744,1.2101,3.78224,1.29812
2.50598,1.8398,2.77771,2.95516
0.776422,2.46897,2.27987,3.12676
1.36467,2.09914,1.34614,3.74671
1.20702,0.052801,2.86723,2.55749
-0.958928,-0.330919,4.15419,2.04926
1.24665,1.96445,2.95123,2.95922
0.304041,0.359218,4.01409,1.48781
0.323118,-0.0673362,2.40613,3.03831
2.053,0.69857,2.4377,2.86347
-0.903604,1.18603,2.73077,3.20253
0.459269,0.157891,2.3539,2.74773
1.28865,-0.153095,2.80878,2.53547
1.53309,1.01655,2.9732,2.22441
2.2883,0.496328,2.28451,2.86442
0.338751,-0.0425874,2.64945,3.121
-0.966403,2.31709,2.01034,3.89071
0.416798,2.29015,3.79898,1.59964
1.55171,1.52835,2.97673,2.25134
1.04967,2.22395,2.86776,2.28736
2.51876,1.94593,1.69221,3.43993
1.36092,1.02458,2.6875,3.24692
2.39381,2.08556,1.78812,3.30114
-0.766018,1.0786,3.16612,2.3949
0.736466,0.719827,2.39099,2.62896
1.034,0.386825,2.58458,2.92907
0.388531,2.35478,2.78912,2.31369
-0.467819,1.40573,2.31267,3.18752
0.845092,0.0151211,3.94411,1.45764
0.809953,1.45819,2.36698,3.60374
2.01072,1.22987,3.57089,2.16229
-0.313016,1.62603,2.75803,2.81593
2.61527,0.997634,2.95344,2.11061
-1.50151,0.0943869,1.90426,3.43402
0.804059,1.4633,2.04026,3.20038
0.862463,-1.49119,4.1015,1.83716
0.509134,2.51202,3.95682,1.91051
0.157007,0.680688,2.30806,3.36475
1.69408,1.68285,2.21836,2.86405
1.12074,0.517616,3.10499,1.98164
1.41192,0.24011,3.06438,2.33489
-0.319062,-0.182358,3.57434,2.29242
2.08657,1.21113,3.24674,1.91867
0.887345,1.66245,3.57797,1.50336
0.228122,1.51847,1.85892,3.44042
1.01498,-0.520812,3.12872,2.86511
2.17612,1.15497,1.58021,3.54546
-0.268282,0.493205,2.4935,3.28738
1.56961,3.12363,1.29484,4.00922
1.90778,2.35284,3.14153,2.16994
0.0669643,0.598614,3.50142,2.1083
1.0969,0.876295,3.05293,2.6296
-0.180935,1.54641,3.2033,2.22758
2.24009,1.70871,3.23108,1.79059
0.860715,0.236315,2.60035,2.90633
1.50269,1.6243,3.77291,2.31307
0.975874,3.25053,2.63896,2.39915
0.344185,0.445996,3.50126,2.2966
1.38451,1.02192,2.52557,2.53494
0.738912,-0.0842509,2.03304,3.38523
0.296741,-0.0010196,3.09211,2.44514
-0.780983,1.89074,3.42994,2.07455
1.21881,0.323791,2.8207,2.51193
3.014,-0.303867,3.52792,2.22243
0.406999,0.780538,3.99781,1.88584
1.59221,0.118703,2.93972,2.19342
-0.694512,1.46355,2.76584,2.38937
2.22109,1.1712,4.13655,2.6802
1.24982,0.904996,2.64524,3.28585
0.38982,1.60626,3.00335,2.79574
2.0422,0.968137,1.98124,3.12598
0.670729,-0.816474,3.3449,2.94791
2.6212,1.25213,2.32626,3.04507
0.243974,1.89608,0.973771,4.3033
1.72141,-1.25386,4.06383,1.27707
0.679997,0.940186,3.02175,3.72322
-0.514296,-0.308488,3.56673,1.56512
0.947524,-0.993603,1.98467,3.6987
2.86137,0.614785,3.1911,2.02921
-1.11445,0.288568,2.73649,2.627
1.60257,1.30741,3.27643,1.77984
-0.837261,0.837001,2.55836,2.88447
-0.783643,0.187491,2.84922,2.52963
-0.236085,-0.0365977,2.70885,2.40323
1.57279,1.44441,3.50953,1.65579
0.957598,1.78079,3.48839,3.296
1.24802,1.41866,3.36082,1.93308
0.499354,2.24624,1.72436,4.09522
0.315912,0.814403,2.14018,3.09961
0.240441,0.924575,2.88393,2.79659
1.36261,0.547862,4.22101,2.79394
0.596947,-0.419494,2.69145,2.56844
0.77061,0.429075,3.72186,2.84606
3.70728,0.935381,2.96032,2.35469
-0.430299,1.32593,3.52259,1.81709
1.43668,-0.273584,2.43459,2.83775
1.97334,0.392581,1.0938,3.90914
1.05216,1.13755,4.10132,1.459
0.707751,-0.0378995,1.98703,3.69759
1.37139,1.51769,2.29495,3.41285
2.48526,-0.900965,2.24487,2.94081
-0.6092,1.23063,2.45499,2.61443
0.659249,2.54224,3.03951,2.6194
1.0352,1.78452,1.85793,3.46009
0.173496,0.296175,3.14259,1.94504
0.625105,1.41751,3.11921,1.91556
1.07323,1.00324,1.84388,3.1651
2.6994,0.213134,3.21152,1.93024
2.00897,-0.135778,3.69126,2.19029
0.1843,2.93226,3.18795,2.21075
0.859746,0.872706,4.52175,1.56904
1.67418,0.757961,2.98235,3.27464
1.09913,1.88167,1.69936,3.77641
2.24033,1.56776,3.54806,2.2284
-0.631933,1.23208,2.5125,3.12359
2.50942,-0.0737761,2.0777,2.95338
0.599651,2.0009,1.97563,3.55933
-0.150424,1.58246,3.16033,2.13101
2.7035,0.98636,3.36974,1.98404
1.01875,2.71796,3.21226,1.86712
2.01331,0.92611,2.62284,2.48548
1.607,2.7323,2.58791,2.73017
0.583524,1.11724,1.89909,3.37742
-0.597431,1.59649,2.93691,2.472
1.24287,1.12571,3.73168,2.43021
1.66107,-0.237975,3.08733,2.3858
-0.99135,1.54666,2.92284,2.25612
-1.09545,0.475237,3.05113,2.01973
-0.147666,-1.09902,3.21563,1.90763
0.874884,0.557337,2.46403,2.58851
0.882696,0.33655,1.52275,4.23461
0.756099,4.21869,1.53087,3.59802
2.08924,1.08861,3.09021,1.96388
0.537478,2.62255,2.56831,2.49875
-0.0146022,1.53253,2.12748,3.53523
1.67013,-1.04731,2.7857,3.24392
0.89865,1.11075,2.99074,3.48811
2.06476,0.929304,2.46172,3.24071
1.3348,0.594324,2.68884,3.48877
2.12912,2.09181,2.23506,2.95823
2.35546,0.566769,5.39029,2.46343
1.38725,0.117673,2.60835,2.51303
0.405659,1.76018,2.20095,3.81385
1.2324,-0.29571,2.72584,2.42079
2.04973,2.30457,3.48512,2.61945
1.20766,-1.17857,2.61271,2.60915
0.678679,2.65723,3.38848,2.32897
0.487747,2.17719,1.80684,3.28718
-0.166984,2.1736,3.56408,1.93176
0.990736,-1.303,2.76175,3.92724
-0.176147,1.91824,2.03701,3.18373
0.372039,0.272336,1.23443,3.93072
1.34093,2.89009,2.72532,2.94925
0.470389,2.50592,3.29029,3.27956
0.793773,0.310636,3.05075,2.6579
1.02402,2.91198,3.32151,1.89597
0.660134,-0.10539,1.93785,3.06537
1.94465,2.23586,2.66862,2.51065
2.15944,1.69293,1.99814,3.50834
1.44969,1.07192,1.83701,3.24944
0.602872,1.42599,2.65514,2.38835
-0.121933,-0.994346,2.70728,3.25285
-0.675141,0.635564,3.80074,2.04061
-0.299947,1.44007,3.9359,1.18833
2.56644,-1.27552,3.97859,1.13184
1.96614,1.5781,2.8362,2.93894
0.494476,0.941997,2.82007,2.25895
1.16371,0.690713,2.16411,4.22659
1.35982,0.705788,1.8258,3.36073
-1.0984,1.01791,2.61553,2.76604
0.0189579,0.941923,2.82369,3.13699
0.916303,-1.24622,3.97387,1.42834
0.256449,1.28045,2.53259,3.06126
0.853816,1.35968,4.37309,1.97341
0.251286,0.0599371,2.84216,3.39617
0.411673,-0.5975,2.83413,2.35611
2.00516,0.827596,1.68866,3.55583
0.255261,1.70775,3.39203,1.744
0.855027,1.89424,3.15602,1.96908
1.59155,0.502451,2.64959,3.43719
2.65942,1.63537,1.33051,3.7316
-0.359338,-1.32064,2.59575,3.0936
2.84956,-0.450472,2.35011,2.87526
0.544882,-0.218476,2.79127,2.34232
1.04922,0.646054,1.23284,3.8189
2.01588,2.0426,2.71209,3.12681
1.75963,1.83567,2.48824,3.38727
2.07132,-1.49245,4.77644,1.65938
0.0806077,1.08555,4.6809,1.08994
1.73102,0.520997,3.58807,3.48422
-0.535174,2.27243,2.69604,2.34739
0.130795,2.22151,2.03711,2.96577
0.760695,1.02832,2.54115,3.26352
1.62762,0.744272,3.51622,2.04927
-0.0627466,-0.498271,2.37602,2.79212
1.22732,0.840081,2.94329,2.10423
1.3855,0.735294,2.81284,2.69238
0.637319,2.59093,3.23872,1.99205
2.13366,-0.0136863,3.19754,3.27792
-0.192536,0.793244,2.28329,2.84791
1.70052,0.842487,4.06502,0.979429
2.27336,-0.186374,3.45131,1.76999
3.06732,1.92188,2.47866,2.9992
0.648536,1.6493,2.78591,2.41775
0.9366,-0.235725,3.59236,2.96705
1.50688,2.11952,2.46696,2.62559
1.84823,1.43204,2.37427,3.50201
1.40053,-0.601034,1.40933,3.63303
1.45045,0.896676,2.21409,2.84664
1.48822,1.51216,2.49977,2.56717
2.66743,1.17725,3.08573,2.47917
1.42656,1.70657,0.846255,4.38058
0.261713,1.8661,2.37781,3.0353
2.04689,1.62742,3.49406,1.8799
-0.842472,1.5059,3.58512,1.72463
1.46047,0.2013,3.23923,2.13536
-0.332525,1.61802,2.69596,2.37883
0.662224,1.7425,3.94976,1.5527
2.01835,-0.596575,3.19492,1.91796
2.02405,0.416797,3.7536,1.47787
0.892713,1.3742,2.57778,2.56061
0.973061,-0.0424436,3.45479,2.02018
2.33365,1.00273,2.05343,3.28523
0.889588,0.641491,2.62581,2.46711
0.442401,1.49466,2.50805,2.5012
0.890138,1.04794,3.22938,2.78391
1.69233,0.249345,3.66023,1.96474
-0.172085,-0.296125,2.08783,3.31159
-0.3401,1.9588,2.38647,2.89639
-0.139043,-0.249793,3.74929,3.06651
-0.136077,0.587543,1.72303,4.2767
0.574389,0.377411,2.17681,2.87668
0.803738,0.353582,1.58999,3.4552
0.759698,1.06971,2.281,3.22575
0.495967,2.07514,1.33341,3.69287
0.679692,1.51516,3.92956,3.09014
-0.489683,1.79852,3.91776,1.80922
2.33406,1.05721,2.21367,2.87215
0.59427,-0.285341,2.47435,2.90701
2.45616,0.101153,3.27235,3.47129
0.514197,-0.205283,2.65398,2.53582
0.530669,0.205659,2.42455,2.81542
1.03976,0.540604,2.32371,3.03451
0.78456,1.57539,3.36939,2.05396
0.432393,0.819326,3.54965,1.6557
