TP X VALUE, TP Y VALUE, FN X VALUE, FN Y VALUE
0.589142,2.67499,0.201373,3.61237
1.68218,1.34067,2.56384,0.240725
0.1971,1.2132,2.66868,-1.42997
1.26965,0.88654,3.54965,-0.101368
0.430783,1.09848,3.29009,2.13288
1.02074,2.07841,2.77659,0.999642
0.392147,0.846248,2.02399,2.14879
1.95354,-0.290938,2.38737,1.31332
1.66508,0.487224,2.573,1.26909
0.30889,2.48137,1.81076,2.56026
1.17452,1.91326,2.48102,2.416
0.961842,1.06733,1.55465,2.94343
0.956637,1.06047,1.94671,2.50651
0.374305,0.787206,1.81257,2.73508
1.27213,0.560101,2.9956,1.68242
0.64428,1.36708,1.67918,2.68399
0.668673,-0.424774,2.32698,1.35976
0.990262,1.571,2.61049,1.05129
0.594711,-0.700018,1.3622,4.0331
-0.843909,0.995655,1.76875,2.23035
2.16684,1.12827,1.10844,3.42965
0.610589,0.706153,1.17029,3.57516
0.941364,0.476785,1.18575,3.65226
1.10961,0.469792,2.40425,1.54746
1.71482,1.61465,2.18649,3.22726
-0.635947,1.24652,0.729829,3.25293
0.685091,-0.66534,2.76043,1.6515
1.19659,1.58562,3.20157,2.37849
2.3055,0.706828,4.08426,1.62462
0.405124,0.749065,1.51495,2.53289
0.720542,1.31088,1.61022,3.00475
0.716591,0.949679,2.13747,1.79943
0.954761,-0.0369256,2.82954,1.40264
0.947329,1.042,2.18651,2.89598
1.72188,1.32168,1.9495,2.47368
2.39093,0.266195,2.58684,1.37348
0.207584,1.01112,3.09318,1.7064
-0.0862108,1.5981,2.50991,2.37704
-0.421319,1.8044,2.34264,1.26762
-0.917731,1.05776,1.58874,2.95198
-1.23748,1.21921,2.89495,2.07211
1.754,0.931764,2.96706,1.0536
1.71471,1.05826,3.27573,1.94089
0.964298,0.167921,2.56578,0.0865957
-0.569788,-0.317721,2.42875,1.37428
-0.555775,2.07553,3.18247,1.19066
1.97531,0.992864,2.58506,2.20008
1.32439,-0.0613637,1.79228,2.65684
0.900259,2.6101,3.6208,1.31501
1.76994,-0.186181,2.18662,2.10242
1.19773,1.40013,3.08831,-0.281015
0.897633,1.53053,2.82025,1.01259
0.303238,0.111354,2.89713,1.00271
2.1421,-0.0117621,1.88978,2.58852
-1.13119,0.858274,1.95894,1.88279
1.14474,1.16867,1.39879,2.55548
-0.983195,0.869242,1.64746,2.56869
0.388004,2.26853,3.21749,1.26488
-0.561816,0.0956863,3.41544,0.922185
-0.219161,1.1859,1.97041,2.69501
2.11367,1.14001,2.94343,0.969036
0.490102,2.4843,2.45364,1.18126
1.0261,0.379752,1.88011,3.09368
1.65746,0.0570864,3.38438,0.24125
2.27123,0.941722,2.63474,1.32507
1.94949,0.855563,1.53569,2.35206
0.936747,0.00892764,1.62055,2.92819
-0.175252,1.41906,2.50308,0.999597
-0.224107,0.96079,0.757117,3.14102
-0.289516,1.5866,2.93974,0.921109
1.9904,0.816545,1.63552,3.42039
-0.462979,1.27555,2.56138,-0.157273
1.61823,1.26432,2.52314,2.49665
0.660205,0.73325,2.31769,1.34348
0.377069,1.06445,2.75854,1.84481
1.27403,-0.147145,3.18671,0.629336
0.279327,1.28138,1.99687,2.95639
0.927818,1.47423,2.19867,1.6132
1.17827,0.921051,0.949782,3.06778
2.08447,1.34415,3.1743,1.53192
1.73348,2.03566,2.71878,2.13911
1.89074,0.96652,2.45537,0.847987
-0.890231,-0.232203,1.90509,2.39656
0.705038,1.23225,2.8502,0.698221
0.11856,-1.16567,2.32445,2.0586
1.74355,0.467999,0.67745,4.00414
0.754721,0.960223,2.82213,1.2299
0.660136,0.918852,3.49792,2.16442
0.52501,1.67165,2.41918,1.79343
1.14442,0.897532,3.16521,-0.103547
-0.779256,1.87021,2.75296,1.13964
0.506488,0.943517,2.89728,2.04786
-1.346,1.49048,1.32801,2.87965
-0.0991144,-0.868559,2.20018,2.92496
1.09624,-0.341815,1.4549,2.57325
0.289027,-1.41988,3.10929,1.42905
0.487667,-0.131279,1.9501,1.89881
-0.850361,-1.06894,2.62656,1.91394
1.69053,-0.179089,3.02982,0.137151
-0.342649,-0.933197,1.47213,2.69637
0.0417469,0.700164,2.60741,2.26948
0.64334,1.84924,2.15484,1.81616
-0.425239,-0.871217,2.34543,1.47162
0.842398,0.0639331,3.3731,0.468339
1.54038,-1.10039,0.845147,2.93498
0.997603,1.60261,2.90426,0.119911
0.523036,1.68739,4.06067,0.881944
2.1753,0.747884,3.15947,0.861827
0.509645,1.55626,2.37246,2.34644
0.429725,2.93791,2.90345,2.06106
0.331046,1.35162,3.60562,0.494151
2.15262,1.21693,2.63305,1.40142
-0.397174,2.16151,3.78655,-0.124613
0.924533,0.0746053,2.49306,1.52022
1.27497,-0.405971,2.14598,2.18385
-0.105062,-1.22904,0.477444,3.33695
0.110652,1.51047,2.00783,2.43304
0.0256025,-0.262461,1.72352,2.55554
1.09659,1.79385,1.96314,2.39121
0.897204,2.43626,3.06563,1.58287
1.33804,-0.478208,2.66624,1.60657
-0.20965,1.34751,2.42451,1.37821
-5.50747e-05,0.0710883,1.38033,2.64426
0.786705,0.991638,3.0835,1.72758
0.5648,1.3343,1.44684,2.88375
1.86798,0.177813,1.54571,4.06522
-0.536131,0.998731,2.55366,0.288792
1.98244,-1.00794,2.9931,1.48221
2.02987,1.02972,-0.234228,4.24065
0.88601,0.300843,3.40103,3.27902
0.250143,1.28609,3.02153,1.61811
0.65545,0.793244,0.696084,4.65019
0.960636,2.6761,1.84705,2.49028
0.0363787,1.70473,3.08534,1.40393
0.658846,2.06987,1.92044,2.24442
1.98327,1.04966,1.78451,2.51361
-0.439501,2.59503,2.72693,0.675177
0.538554,0.0505899,3.72467,0.608528
-0.328118,-0.11302,3.08012,1.11687
0.582268,0.438607,2.36104,2.86012
1.16084,-0.215677,3.43955,-0.0778722
-0.495356,1.48965,1.46812,2.56107
1.81348,0.22198,2.79888,2.15134
1.16084,0.162075,1.223,2.8733
1.68074,1.47628,1.42175,2.96609
0.815802,-0.338315,1.78899,2.14341
1.35126,1.29856,3.22853,0.670672
1.10675,2.33203,3.74182,2.07241
0.50492,1.20431,1.97908,2.30793
-0.258782,-0.331815,2.00952,2.14168
0.38097,-0.237855,1.84836,2.2298
0.449376,2.67144,2.37722,1.40103
0.266535,1.83354,1.66716,2.47086
-0.122971,0.815599,1.69952,3.41568
-0.231361,1.28634,2.76042,1.32356
-0.828081,0.919127,1.23227,3.06041
2.32085,-0.249815,3.03327,-0.26661
1.93435,1.7553,1.29836,3.12496
-0.250551,0.58588,2.52122,2.9774
2.34309,0.446458,1.74511,2.24171
2.2592,1.13605,2.26067,2.39609
1.51582,2.08661,2.89626,0.850691
2.0975,-0.13957,2.66766,0.729407
1.14598,1.25506,2.10982,2.41739
-0.333035,1.05076,2.78118,1.67484
1.43157,1.41307,1.93786,2.0206
1.04522,1.31385,3.65469,1.61614
0.43531,0.736257,2.02171,2.28404
-0.712758,0.466775,1.9593,1.85102
0.584272,0.222011,2.76247,-0.51026
1.27228,1.00114,2.50091,1.99275
0.715775,-0.899901,1.903,1.97708
0.953884,0.121252,1.92728,2.0901
0.747949,1.76955,2.77811,4.9227
0.90168,-0.535203,1.6192,2.7024
-0.499012,-0.59905,2.70142,2.34521
0.0499067,0.0767424,2.28303,1.38558
1.59031,1.14811,2.93265,1.16916
1.15989,2.07327,0.827247,3.05146
1.50106,0.204824,2.78398,0.61833
1.02868,0.139675,1.88887,2.06082
1.19069,2.00548,2.82088,2.20333
-1.27622,1.19987,2.64074,0.858114
1.06082,-0.651785,3.39363,0.747726
1.17654,1.32105,2.55925,1.55406
0.76337,2.18709,2.87497,0.0525642
1.32857,1.16673,3.09967,2.26343
0.343894,1.48642,2.20701,2.17808
-0.125798,1.31931,2.69957,1.45455
1.00058,-0.520377,1.93454,3.66966
0.447201,2.23769,2.47884,1.28957
-1.04512,1.27286,3.61019,1.83686
0.722739,1.49302,2.68902,0.885452
1.41286,0.106169,1.63101,2.7098
1.15938,-1.20233,1.40236,2.52945
0.294796,0.474216,0.674158,3.43383
1.62821,1.8956,2.9173,0.800867
2.23643,0.453668,2.13566,1.84357
1.45721,1.20767,2.94614,1.74408
-0.66007,0.841388,2.89361,1.45847
1.94789,0.424306,2.81453,0.693715
0.971421,1.24592,0.18063,3.44565
0.0551639,-1.05773,1.63482,2.44038
0.956289,1.2409,2.54812,-0.241705
1.88815,0.914305,2.5835,0.415023
-0.152024,0.210114,2.53973,1.305
0.641306,2.50305,0.727367,3.01234
1.08741,1.89376,3.29011,1.096
0.933378,1.71101,1.43279,2.91168
1.35811,-0.937927,2.54638,1.43189
0.867415,0.697371,2.30136,1.68234
0.804356,-0.233601,1.34575,2.97735
1.23497,1.57853,2.81446,2.95997
1.5089,1.809,2.26327,2.14336
1.68793,1.16001,1.70524,2.4627
1.34161,2.13322,2.49637,0.744932
0.306564,0.133815,2.46563,3.47906
-1.03793,-0.279209,3.08166,-0.208231
1.42178,0.231914,2.78809,1.2153
0.983277,1.33688,2.53541,1.95921
1.02575,-0.362822,1.53769,2.9293
0.83741,0.540367,2.93817,-0.878128
1.27906,1.00816,1.88263,2.80407
-0.635309,1.19373,2.84874,0.535182
-0.259415,1.87555,2.64126,2.97861
0.478144,0.024973,2.15125,3.04885
1.06896,0.509114,2.31798,-1.43714
0.718006,0.314794,3.47742,-0.120927
0.322397,0.889514,2.73379,2.47901
0.846428,0.359522,2.25682,1.59595
0.873392,1.86388,1.75902,2.22596
0.505519,0.655831,1.45766,2.59521
0.0318701,1.1122,1.67184,2.31261
-0.134381,-0.0961769,2.63698,1.27446
1.86009,-0.656616,2.80489,-0.37428
1.01908,1.24359,2.21006,1.8809
1.28048,0.760362,1.99201,3.0122
-1.46073,3.20676,3.10854,0.756039
1.75774,1.53125,2.77067,2.96335
1.56993,1.29234,2.21293,2.9806
1.41388,1.0648,2.75902,2.74915
2.04645,1.09933,1.87723,2.04745
-1.62181,1.19744,2.47926,1.13561
1.85468,0.65584,1.95392,2.11078
1.47111,1.80355,2.46059,1.28908
0.075766,0.812004,3.07694,0.693984
0.189626,1.05693,0.641648,3.37104
0.0716082,2.56641,2.57604,-0.906367
-0.245521,0.359687,2.01138,3.60301
1.0703,1.41031,2.33139,2.38792
1.50745,-0.515881,3.35355,-1.19412
0.00832784,0.460307,0.937746,2.94455
1.30674,2.07624,2.4202,1.53751
0.012221,0.564079,2.69754,0.898082
0.819738,1.31377,1.95108,1.91702
1.14615,1.88844,2.01294,1.96903
0.874089,1.08096,2.42244,-1.0289
0.666162,-0.0875996,3.26013,0.905466
-0.00934196,-0.932443,2.93361,2.10187
1.32272,0.237564,2.99528,1.14733
0.836675,-0.449614,2.21934,2.44385
1.17716,1.47576,1.2393,2.62994
1.00591,-0.608871,2.50275,2.85445
0.416426,0.521386,1.96045,2.53907
-1.20022,1.65324,2.41318,2.41751
0.509739,-0.00213194,3.00721,0.302321
1.82085,0.767261,2.62557,-0.808471
2.2445,1.06781,2.5149,-0.751498
1.74405,-1.59728,1.65696,3.18927
0.0512591,2.61447,1.93583,2.87416
1.14613,2.12014,2.32199,1.23944
0.948355,-0.729052,2.16415,1.6886
0.533802,1.85246,2.58546,2.18825
1.05422,0.830352,2.4819,1.73779
0.490961,0.559014,2.65761,1.01116
2.08864,-0.944494,2.53866,-0.983998
1.16311,2.31319,2.70463,3.02334
0.659494,1.41931,2.19107,2.35323
2.00941,0.418983,2.66419,1.37077
2.07989,0.834883,2.57761,-0.654394
-0.0681119,1.25364,1.85723,2.87391
2.0406,0.613333,2.54448,0.938194
-0.192114,0.449125,0.5599,3.37477
1.02758,2.0198,1.65498,2.6368
-0.0896364,-0.552821,2.68128,1.64602
0.458834,0.0423635,2.87042,-1.44346
1.58713,2.2661,2.04873,1.84236
-0.953692,2.86209,3.8265,-0.502488
0.0910802,2.35529,1.09031,2.90939
1.87799,1.54522,2.2961,2.10012
-0.259507,0.353596,1.61918,2.68771
1.10205,1.46632,3.04845,1.24773
0.068674,1.33293,1.73614,3.0482
1.67771,1.749,2.72737,1.61663
0.390994,1.05924,1.12314,3.22282
1.36486,-1.24285,2.58097,0.329108
0.294734,0.932466,1.33013,3.58576
1.05767,0.213994,2.28044,1.93389
-0.0694823,1.65937,2.54177,0.55458
2.43739,-0.251858,3.40075,2.19716
-0.204808,2.88752,2.47688,1.81404
1.56276,1.97788,3.05437,0.723083
1.95259,0.266403,3.16252,1.4325
2.3529,-0.569289,3.27184,1.06687
-0.871139,0.102262,2.76055,1.09563
0.766501,2.54997,1.95481,2.27489
1.36514,1.62955,2.22214,3.25942
0.425174,0.84613,2.78839,0.624329
2.27572,-1.0796,3.55936,1.27806
0.425654,0.462477,2.44988,1.75884
1.5811,1.18379,1.85256,2.14144
-0.975099,1.12201,0.57839,3.10308
1.38341,-0.105276,3.28382,1.27655
1.99137,-0.0384634,1.93709,2.22769
1.31421,0.818657,2.31806,2.60896
1.27355,0.790069,1.88118,2.74667
2.14071,0.241554,2.14978,1.84379
1.06245,1.36258,2.76549,-0.46727
0.977315,0.027339,1.32159,3.2742
1.32144,1.32841,2.54134,-0.743116
-1.05,1.95948,2.80429,0.841975
0.562081,0.363899,2.55738,1.07348
0.645958,1.19471,2.90136,1.46875
1.40003,1.22279,2.12697,2.06305
-0.546273,0.103373,2.76637,1.64787
-0.234439,0.396462,3.18938,0.214567
-1.03233,0.549309,1.9246,3.58855
-0.244188,1.04226,2.52967,-0.392093
0.514921,0.782643,3.39596,0.184233
0.034179,2.45392,2.55871,0.752858
1.55834,1.47987,0.35783,3.75793
1.13268,-1.45372,3.25099,2.43624
-0.694664,-0.263653,2.60056,1.10534
-0.639439,-0.575266,1.77158,2.25582
-0.107975,2.79764,2.76857,0.506205
1.12365,1.16805,2.40185,1.24907
1.09178,0.102811,2.73823,1.00598
-0.120092,1.39145,3.33503,-0.262548
1.29093,2.11219,0.754121,2.98889
-0.443815,-0.452735,1.74305,2.44678
1.24876,2.00676,2.3511,2.45065
2.17373,-0.518068,2.86223,2.51867
1.50787,1.75544,1.59796,2.34694
0.957246,0.225951,1.76267,2.43813
0.312539,1.50147,3.07784,1.39346
0.793716,-0.471061,0.578041,3.41508
1.56256,1.06086,2.95049,2.02917
0.235436,2.40215,2.57025,-0.0392586
1.2764,0.12725,1.51565,2.63559
2.34456,-0.989433,1.88355,3.03089
1.20565,0.19613,2.01998,1.86904
0.00501221,1.75382,1.78756,2.09828
0.0363735,1.18085,2.74189,1.03395
0.180936,-0.0488541,2.66037,1.4161
1.52796,1.93149,3.64979,1.20339
2.22371,1.07283,2.36613,3.67861
1.72894,0.662396,3.64426,1.88063
1.18846,0.269093,1.78831,2.5442
-0.832566,1.69984,2.49129,1.43144
1.9371,0.934119,2.47678,1.44868
-0.0532788,1.97199,2.47488,0.762908
-0.106193,0.544963,3.97678,0.775959
0.490131,1.86637,0.954652,3.24028
2.12691,0.555906,1.50049,2.45577
1.34564,2.43233,1.53564,2.37192
0.532473,0.148666,2.59325,1.49984
1.95337,-0.0193665,2.80427,0.800115
1.77449,-1.19378,1.25955,3.81921
1.35234,0.317037,2.42385,1.73908
2.07955,0.546012,1.69084,2.46268
-0.0657516,1.7804,2.07993,2.17884
1.35512,1.16006,2.6316,1.53467
0.723869,-0.468107,1.85671,2.24525
1.28345,0.782758,2.69671,2.28447
0.620297,0.550687,0.911558,3.35451
1.10046,1.43296,1.70045,2.54809
0.479758,-0.155253,2.97357,0.618828
0.517888,0.442726,1.62597,2.9225
1.07667,-0.268027,1.31796,3.11898
2.05644,1.15321,2.73011,0.138324
0.455577,0.150706,3.7166,0.862243
1.63574,1.40997,3.03205,1.00435
1.87796,0.761929,2.64134,-0.433746
-0.136841,1.71357,1.91913,2.92774
0.852821,0.938732,3.28046,1.38281
2.21348,0.782764,3.07505,0.776504
0.00632709,1.16063,2.8888,0.313729
1.01696,-0.111708,1.43069,2.55962
1.51957,0.797328,3.23486,-0.250089
0.693499,1.95031,1.91925,3.2721
2.28879,-0.0631844,2.34155,1.72439
0.340983,1.24175,2.67908,1.09797
0.370735,1.7881,2.11971,4.24377
-0.35094,2.18773,2.10219,2.27196
2.16659,-0.317558,2.34239,1.52009
1.6993,0.203173,1.46147,2.57121
0.165733,1.55548,3.85531,2.30854
1.18308,0.504578,1.85907,2.61583
0.546891,1.06656,2.61268,0.460514
2.29487,0.805343,2.67515,2.01175
2.00349,0.973396,2.92113,0.0897352
2.19203,-0.0905261,3.6895,1.68999
0.569981,1.68619,3.10819,0.251625
1.5737,0.806918,2.0977,1.75899
0.291924,0.270059,3.20947,2.11574
0.343808,0.203186,0.512552,3.21081
-0.888394,1.8812,2.93682,1.13455
-0.533762,0.0649048,2.09352,1.94235
2.01951,-0.0744219,2.59658,1.38878
-0.513082,1.42399,1.51697,2.72923
0.648772,0.613159,1.26111,2.6347
1.05549,-0.443525,2.10661,2.73777
0.527693,1.90114,2.15179,1.70744
1.57592,-0.498836,1.79752,2.14465
1.90562,0.93335,2.52601,0.970729
1.53817,1.95075,2.5731,2.45445
-0.479179,-0.443223,2.16008,2.64984
0.12641,0.858382,2.00843,2.08665
0.709277,2.59654,1.25391,2.84498
0.37565,2.40249,2.80521,0.0618374
0.560514,-0.00370705,1.09103,3.65295
0.872226,1.38271,2.06429,1.84359
0.0490983,-0.588385,3.355,1.64558
1.66255,0.167495,1.73442,2.41372
0.529143,0.231635,2.4148,1.7581
1.4804,0.127506,2.34749,2.37571
0.685727,1.43052,1.94756,2.13628
0.770743,1.31156,2.46765,1.07983
1.9798,0.765009,2.91395,0.856259
0.470554,1.34459,0.733144,3.13008
1.1504,0.888909,2.05952,1.96442
0.443058,1.8736,4.60455,2.05832
-1.13301,0.566362,3.16609,0.29594
1.67226,0.0894592,3.2236,0.0873622
-0.33242,0.0246722,2.92588,2.53638
1.88827,0.539095,3.63723,-0.843059
-1.15257,0.666742,0.0511756,4.28499
-0.146632,0.142888,2.89843,2.38003
0.163267,2.10352,1.52012,2.39571
0.594363,2.164,2.78606,0.961375
0.592406,0.382015,3.32127,-0.952078
0.999299,0.162517,3.0978,1.28847
-0.930011,-0.583905,2.90706,1.99067
1.78596,-0.187642,1.51625,2.79001
0.62607,1.20026,3.51217,-0.62161
2.12952,-0.146608,2.59311,-0.590668
1.48017,1.19037,2.10358,3.12477
2.03363,1.35032,2.74663,0.794508
1.25452,1.89197,2.53761,0.886535
0.572612,0.951565,2.00385,1.99843
0.979019,0.721391,3.16875,3.14585
0.629486,1.39628,2.76029,-0.196853
-0.00669932,-0.36679,2.96943,0.839469
1.36016,0.551471,1.12445,2.85301
-0.8732,1.73492,2.86288,0.00825459
1.21886,1.82168,1.6436,2.28905
0.210228,-0.666915,2.3871,1.46807
2.09394,0.235112,2.72719,-0.409132
0.906507,2.37274,2.03153,2.0989
1.28932,-0.472641,2.99654,3.35289
0.779435,0.0383554,3.0256,0.49762
0.375359,1.53859,3.11831,1.67697
0.29229,2.36167,2.69859,1.51741
0.362762,-1.14244,2.47656,1.66969
1.58844,1.21399,2.71905,-0.457894
0.440613,1.18437,3.00212,2.16504
1.52666,1.94631,2.08609,1.90114
0.313725,0.850095,2.52377,0.739422
0.58158,1.83207,2.63907,-1.03988
-0.160438,0.938014,2.91624,0.29359
0.767789,1.97345,2.74813,1.19848
1.15651,2.0769,2.51108,1.92264
0.454366,0.127992,2.10873,2.07801
2.2891,0.349552,2.86563,2.74596
2.39368,0.767968,1.96014,2.65372
-0.131391,2.95257,2.74622,0.965604
0.818369,-0.165139,1.96521,3.00097
1.91098,-1.14956,2.49094,0.999286
-0.59651,-0.902699,2.12757,2.68061
2.31633,0.938979,2.66532,2.18673
1.72949,0.831252,2.54311,1.50162
1.37551,0.535395,3.16656,0.571252
1.83793,1.43497,2.59865,-0.461888
0.41062,-0.884388,3.61892,0.658402
0.289813,-0.062611,2.46186,2.56421
0.483175,1.18807,2.16535,2.0875
0.610597,-0.600506,2.13282,1.75326
0.720779,0.85615,1.95275,2.14077
1.00512,1.14292,2.28326,1.67268
1.03853,2.35663,2.08038,2.08694
0.116578,2.56622,1.91221,2.80038
0.416613,-0.405247,1.7194,2.54366
0.262762,0.336684,1.07004,3.43706
0.385872,1.01275,2.84282,1.13573
0.692445,0.0188878,1.61637,3.8983
-0.0597233,2.00676,3.38905,1.14406
-0.457114,-0.334528,2.36369,1.59411
1.70854,1.18028,2.45477,1.35686
0.776791,1.14802,1.80767,3.25541
0.57284,1.39257,2.4244,1.41054
1.64756,1.41149,2.43646,1.55542
1.33929,1.32198,1.59964,2.55785
2.30193,0.552891,1.71234,2.6732
1.3353,1.37942,2.35694,2.27501
1.3989,0.339787,2.12814,2.76486
1.85682,1.28109,2.47416,1.35942
1.20233,0.0792051,2.81001,0.397821
0.709515,0.8566,2.63298,0.733392
2.36337,0.210418,0.942665,3.78459
-1.48441,0.86834,2.64315,-0.204669
2.29964,1.10623,3.13776,1.81931
-0.00447106,0.970195,-0.074279,3.46341
0.0249534,2.73405,3.07182,0.83471
1.42123,-0.641744,3.09344,0.460778
0.0775165,1.82825,2.80465,0.791105
-1.50772,-0.24266,2.11413,1.69238
-0.37614,0.451063,3.02554,0.388878
1.32032,0.996339,3.10465,0.259532
0.41916,1.23309,1.05724,3.3736
1.95529,0.61678,2.96239,0.425958
-0.809302,2.90884,1.67499,2.55427
0.00172669,1.42044,3.01617,2.04416
1.84838,0.463945,2.13639,2.03976
1.5503,-0.406608,1.82448,2.89107
0.926352,-2.01068,2.84793,0.0709782
0.237317,1.23942,3.04228,1.01574
1.47759,1.16494,2.91032,0.812367
1.91236,0.428958,2.8103,2.64111
1.54045,1.99402,2.53655,2.44888
2.26214,0.412354,3.1973,0.750406
1.29335,0.349024,2.93828,-0.258152
1.93238,1.08139,3.10354,1.78343
0.015942,3.15972,2.81297,0.522336
1.25604,1.74657,2.59272,2.58066
1.51163,1.78536,2.31554,1.94065
-0.341414,-0.368058,2.4428,1.07213
0.486465,2.11777,1.75068,2.23971
0.00409609,0.167555,2.85079,0.754435
0.0276943,0.873862,2.70231,0.846347
1.72605,0.708128,2.39448,1.84423
-0.60302,0.765879,2.39611,1.96053
1.5072,1.27767,3.07892,1.18569
1.54074,1.45954,1.84362,2.67634
1.33946,-0.00207663,2.72236,0.645531
1.10498,1.83301,1.61289,2.49387
2.14841,0.00489461,2.58879,-0.178863
1.86466,1.42586,2.57474,0.981863
0.211525,1.64736,2.577,0.962245
0.642452,1.38876,2.54077,-0.973868
2.40924,0.400672,3.0701,-1.15132
-0.188263,1.11683,2.73157,1.07206
0.985569,1.3125,1.80737,2.09252
1.71162,0.601585,2.95944,1.25395
0.429455,3.1208,2.97629,0.00507963
0.326511,2.54564,3.29678,0.240994
0.153919,0.379575,2.45482,2.74052
1.08568,0.923026,2.82729,1.30466
0.564932,0.786802,2.53749,2.73343
1.64422,0.459704,2.25466,1.57495
0.142317,0.167042,3.51817,0.723451
1.78085,0.976033,0.92966,3.24437
